,name1,name2,name3,name4,name5,name6,name7,species,article,,doi,author,data,size,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Brassicales,Brassicaceae,Raphanus raphanistrum,Consequences of Whole-Genome Triplication as Revealed by Comparative Genomic Analyses of the Wild Radish Raphanus raphanistrum and Three Other Brassicaceae Species,Plant Cell. 2014 May 26(5):1925-1937. Epub 2014 May 29.,10.1105/tpc.114.124297,Moghe et al.,2014/5/29,515,24876251,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Brassicales,Brassicaceae,Raphanus sativus,Draft Sequences of the Radish (Raphanus sativus L.) Genome,DNA Res. 2014 Oct 21(5):481-90. Epub 2014 May 16.,10.1093/dnares/dsu014,Kitashiba et al.,2014/5/16,529,24848699,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Brassicales,Brassicaceae,Raphanus sativus,Genome Sequence and Analysis of a Japanese Radish (Raphanus Sativus) Cultivar Named Sakurajima Daikon Possessing Giant Root,"DNA Res. 2020 May 19, Epub ahead of print",10.1093/dnares/dsaa010,Shirasawa K et al.,2020/5/19,529,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Brassicales,Brassicaceae,Sinapis alba,"Draft genome of multiple resistance donor plant Sinapis alba: An insight into SSRs, annotations and phylogenetics","PLoS One. 2020 Apr 9, 15(4): e0231002",10.1371/journal.pone.0231002,Kumari P et al.,2020/4/9,553,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Brassicales,Brassicaceae,Sisymbrium irio,"An atlas of over 90,000 conserved noncoding sequences provides insight into crucifer regulatory regions",Nat Genet. 2013 Aug 45(8):891-8. Epub 2013 Jun 30.,10.1038/ng.2684,Haudry et al.,2013/6/30,262,23817568,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Brassicales,Brassicaceae,Thellungiella parvula,The genome of the extremophile crucifer Thellungiella parvula,Nat Genet. 2011 Aug 7 43(9):913-8.,10.1038/ng.889,Dassanayake et al.,2011/8/7,140,21822265,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Brassicales,Brassicaceae,Thlaspi arvense,A draft genome of field pennycress (Thlaspi arvense) provides tools for the domestication of a new winter biofuel crop,DNA Res. 2015 Apr 22(2):121-31. Epub 2015 Jan 27.,10.1093/dnares/dsu045,Dorn KM et al.,2015/1/27,539,25632110,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Brassicales,Cleomaceae,Tarenaya hassleriana,The Tarenaya hassleriana genome provides insight into reproductive trait and genome evolution of crucifers,Plant Cell. 2013 Aug 25(8):2813-30. Epub 2013 Aug 27.,10.1105/tpc.113.113480,Cheng et al.,2013/8/27,290,23983221,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Brassicales,Moringaceae,Moringa oleifera,"High quality reference genome of drumstick tree (Moringa oleifera Lam.), a potential perennial crop",Sci China Life Sci. 2015 Jul 58(7):627-38. Epub 2015 Jun 1.,10.1007/s11427-015-4872-x,Tian Y et al.,2015/6/1,315,26032590,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Brassicales,Moringaceae,Moringa oleifera,The draft genomes of five agriculturally important African orphan crops,"GigaScience 2018, giy152",10.1093/gigascience/giy152,Chang Y et al.,2018/12/7,315,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Bombax ceiba,De novo genome assembly of the red silk cotton tree (Bombax ceiba),Gigascience. 2018 May 1 7(5).,10.1093/gigascience/giy051,Gao Y et al.,2018/5/10,809,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Corchorus capsularis,Comparative genomics of two jute species and insight into fibre biogenesis,Nat Plants. 2017 Jan 30 3:16223.,10.1038/nplants.2016.223,Islam MS et al.,2017/1/30,404,28134914,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Corchorus olitorius,Comparative genomics of two jute species and insight into fibre biogenesis,Nat Plants. 2017 Jan 30 3:16223.,10.1038/nplants.2016.223,Islam MS et al.,2017/1/30,448,28134914,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Corchorus olitorius,The draft genome of Corchorus olitorius cv. JRO-524 (Navin),Genom Data. 2017 May 7 12:151-154.  eCollection 2017 Jun.,10.1016/j.gdata.2017.05.007,Sarkar D et al.,2017/5/26,448,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Durio zibethinus,The draft genome of tropical fruit durian (Durio zibethinus),Nat Genet. 2017 Nov 49(11):1633-1641. Epub 2017 Oct 9.,10.1038/ng.3972,Teh BT et al.,2017/10/9,738,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypioides kirkii,The Genome Sequence of Gossypioides kirkii Illustrates a Descending Dysploidy in Plants,"Front. Plant Sci., 2019 Nov 27, Epub ahead of print",10.3389/fpls.2019.01541,Udall JA et al.,2019/11/27,588,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium arboreum,Genome sequence of the cultivated cotton Gossypium arboreum,Nat Genet. 2014 Jun 46(6):567-72. Epub 2014 May 18.,10.1038/ng.2987,Li et al.,2014/5/18,1746,24836287,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium arboreum,Genome sequence of Gossypium herbaceum and genome updates of Gossypium arboreum and Gossypium hirsutum provide insights into cotton A-genome evolution,"Nat Genet. 2020 Apr 13, Epub ahead of print",10.1038/s41588-020-0607-4,Huang G et al.,2020/4/13,1746,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium barbadense,Gossypium barbadense genome sequence provides insight into the evolution of extra-long staple fiber and specialized metabolites,Sci Rep. 2015 Sep 30 5:14139.,10.1038/srep14139,Liu X et al.,2015/9/30,2470,26420475,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium barbadense,Gossypium barbadense and Gossypium hirsutum genomes provide insights into the origin and evolution of allotetraploid cotton,Nat Genet. 2019 Apr 51(4):739-748. Epub 2019 Mar 18.,10.1038/s41588-019-0371-5,Hu Y et al.,2019/3/18,2470,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium barbadense,Genomic diversifications of five Gossypium allopolyploid species and their impact on cotton improvement,"Nat Genet. 2020 Apr 20, Epub ahead of print",10.1038/s41588-020-0614-5,Chen ZJ et al.,2020/4/20,2470,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium darwinii,Genomic diversifications of five Gossypium allopolyploid species and their impact on cotton improvement,"Nat Genet. 2020 Apr 20, Epub ahead of print",10.1038/s41588-020-0614-5,Chen ZJ et al.,2020/4/20,2183,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium herbaceum,Genome sequence of Gossypium herbaceum and genome updates of Gossypium arboreum and Gossypium hirsutum provide insights into cotton A-genome evolution,"Nat Genet. 2020 Apr 13, Epub ahead of print",10.1038/s41588-020-0607-4,Huang G et al.,2020/4/13,1560,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium hirsutum,Genome sequence of cultivated Upland cotton (Gossypium hirsutum TM-1) provides insights into genome evolution,Nat Biotechnol. 2015 May 33(5):524-30. Epub 2015 Apr 20.,10.1038/nbt.3208,Li F et al.,2015/4/20,2340,25893780,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium hirsutum,Gossypium barbadense and Gossypium hirsutum genomes provide insights into the origin and evolution of allotetraploid cotton,Nat Genet. 2019 Apr 51(4):739-748. Epub 2019 Mar 18.,10.1038/s41588-019-0371-5,Hu Y et al.,2019/3/18,2340,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium hirsutum,Genome sequence of Gossypium herbaceum and genome updates of Gossypium arboreum and Gossypium hirsutum provide insights into cotton A-genome evolution,"Nat Genet. 2020 Apr 13, Epub ahead of print",10.1038/s41588-020-0607-4,Huang G et al.,2020/4/13,2340,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium hirsutum,Genomic diversifications of five Gossypium allopolyploid species and their impact on cotton improvement,"Nat Genet. 2020 Apr 20, Epub ahead of print",10.1038/s41588-020-0614-5,Chen ZJ et al.,2020/4/20,2340,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium longicalyx,The Gossypium longicalyx Genome as a Resource for Cotton Breeding and Evolution,"G3 (Bethesda). 2020 May 4, 10(5): 1457-1467",10.1534/g3.120.401050,Grover CE et al.,2020/3/2,1311,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium mustelinum,Genomic diversifications of five Gossypium allopolyploid species and their impact on cotton improvement,"Nat Genet. 2020 Apr 20, Epub ahead of print",10.1038/s41588-020-0614-5,Chen ZJ et al.,2020/4/20,2315,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium raimondii,The draft genome of a diploid cotton Gossypium raimondii,Nat Genet. 2012 Oct 44(10):1098-103. Epub 2012 Aug 26.,10.1038/ng.2371,Wang et al.,2012/8/26,880,22922876,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium raimondii,De Novo Genome Sequence Assemblies of Gossypium raimondii and Gossypium turneri,G3 (Bethesda). 2019 Oct 7 9(10):3079-3085.,10.1534/g3.119.400392,Udall JA et al.,2019/8/28,880,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium tomentosum,Genomic diversifications of five Gossypium allopolyploid species and their impact on cotton improvement,"Nat Genet. 2020 Apr 20, Epub ahead of print",10.1038/s41588-020-0614-5,Chen ZJ et al.,2020/4/20,2194,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Gossypium turneri,De Novo Genome Sequence Assemblies of Gossypium raimondii and Gossypium turneri,G3 (Bethesda). 2019 Oct 7 9(10):3079-3085.,10.1534/g3.119.400392,Udall JA et al.,2019/8/28,910,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Hibiscus cannabinus,The genome of kenaf (Hibiscus cannabinus L.) provides insights into bast fibre and leaf shape biogenesis,"Plant Biotechnol J. 2020 Jan 23, Epub ahead of print",10.1111/pbi.13341,Zhang L et al.,2020/1/23,1000,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Hibiscus syriacus,Genome analysis of Hibiscus syriacus provides insights of polyploidization and indeterminate flowering in woody plants,DNA Res. 2017 Feb 1 24(1):71-80.,10.1093/dnares/dsw049,Kim YM et al.,2016/12/22,1900,28011721,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Malvaceae,Theobroma cacao,The genome of Theobroma cacao,Nat Genet. 2011 Feb 43(2):101-8. Epub 2010 Dec 26.,10.1038/ng.736,Argout et al.,2010/12/26,430,21186351,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Thymelaeaceae,Aquilaria agallocha,Identification of cucurbitacins and assembly of a draft genome for Aquilaria agallocha,BMC Genomics. 2014 Jul 9 15:578.,10.1186/1471-2164-15-578,Chen et al.,2014/7/9,736,25005802,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Thymelaeaceae,Aquilaria sinensis,Genome sequence of the agarwood tree Aquilaria sinensis (Lour.) Spreng: the first chromosome-level draft genome in the Thymelaeceae family,"Gigascience. 2020 Mar 1, 9(3)",10.1093/gigascience/giaa013,Ding X et al.,2020/3/2,773,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Malvales,Thymelaeaceae,Aquilaria sinensis,Chromosomal-level reference genome of the incense tree Aquilaria sinensis,"Mol Ecol Resour. 2020 Mar 10, Epub ahead of print",10.1111/1755-0998.13154,Nong W et al.,2020/3/10,773,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Huerteales,Tapisciaceae,Tapiscia sinensis,The de novo genome assembly of Tapiscia sinensis and the transcriptomic and developmental bases of androdioecy,"Hortic Res. 7, 191 (2020).",10.1038/s41438-020-00414-w,Zhao P et al.,2020/12/1,410,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Myrtales,Myrtaceae,Eucalyptus camaldulensis,Survey of the genetic information carried in the genome of Eucalyptus camaldulensis,"Plant Biotechnol. 2011 Dec 25, 28(5): 471-480",10.5511/plantbiotechnology.11.1027b,Hirakawa H et al.,2011/12/25,655,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Myrtales,Myrtaceae,Eucalyptus grandis,The genome of Eucalyptus grandis,Nature. 2014 Jun 19 510(7505):356-62. Epub 2014 Jun 11.,10.1038/nature13308,Myburg et al.,2014/6/11,640,24919147,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Myrtales,Myrtaceae,Eucalyptus pauciflora,The draft nuclear genome assembly of Eucalyptus pauciflora: a pipeline for comparing de novo assemblies,"Gigascience. 2020 Jan 1, 9(1), Epub ahead of print",10.1093/gigascience/giz160,Wang W et al.,2020/1/2,530,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Myrtales,Myrtaceae,Leptospermum scoparium,A whole genome assembly of Leptospermum scoparium (Myrtaceae) for manuka research,"New Zealand J Crop Hort Sci. 2019 Nov 25, Epub ahead of print",10.1080/01140671.2019.1657911,Thrimawithana AH et al.,2019/11/25,338,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Myrtales,Myrtaceae,Psidium guajava,A chromosome-level genome assembly provides insights into ascorbic acid accumulation and fruit softening in guava (Psidium guajava),Plant Biotechnol J. 2020 Oct 24. Online ahead of print.,10.1111/pbi.13498,Feng C et al.,2020/10/24,464,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Myrtales,Lythraceae,Punica granatum,The pomegranate (Punica granatum L.) genome and the genomics of punicalagin biosynthesis,Plant J. 2017 Sep 91(6):1108-1128. Epub 2017 Aug 3.,10.1111/tpj.13625,Qin G et al.,2017/6/27,360,28654223,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Myrtales,Lythraceae,Punica granatum,The pomegranate (Punica granatum L.) genome provides insights into fruit quality and ovule developmental biology,Plant Biotechnol J. 2018 Jul 16(7):1363-1374. Epub 2018 Jan 22.,10.1111/pbi.12875,Yuan Z et al.,2017/12/12,360,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Myrtales,Lythraceae,Punica granatum,The pomegranate (Punica granatum L.) draft genome dissects genetic divergence between soft- and hard-seeded cultivars,Plant Biotechnol J. 2019 Sep 24. Epub ahead of print,10.1111/pbi.13260,Luo X et al.,2019/9/24,360,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Rutaceae,Atalantia buxifolia,"Genomic analyses of primitive, wild and cultivated citrus provide insights into asexual reproduction",Nat Genet. 2017 May 49(5):765-772. Epub 2017 Apr 10.,10.1038/ng.3839,Wang X et al.,2017/4/10,328,28394353,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Rutaceae,Citrus clementina,"Sequencing of diverse mandarin, pummelo and orange genomes reveals complex history of admixture during citrus domestication",Nat Biotechnol. 2014 Jul 32(7):656-62. Epub 2014 Jun 8.,10.1038/nbt.2906,Wu et al.,2014/6/8,302,24908277,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Rutaceae,Citrus grandis,"Genomic analyses of primitive, wild and cultivated citrus provide insights into asexual reproduction",Nat Genet. 2017 May 49(5):765-772. Epub 2017 Apr 10.,10.1038/ng.3839,Wang X et al.,2017/4/10,381,28394353,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Rutaceae,Citrus ichangensis,"Genomic analyses of primitive, wild and cultivated citrus provide insights into asexual reproduction",Nat Genet. 2017 May 49(5):765-772. Epub 2017 Apr 10.,10.1038/ng.3839,Wang X et al.,2017/4/10,391,28394353,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Rutaceae,Citrus medica,"Genomic analyses of primitive, wild and cultivated citrus provide insights into asexual reproduction",Nat Genet. 2017 May 49(5):765-772. Epub 2017 Apr 10.,10.1038/ng.3839,Wang X et al.,2017/4/10,407,28394353,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Rutaceae,Citrus paradisi x P. trifoliata,Transcriptome analysis of root response to citrus blight based on the newly assembled Swingle citrumelo draft genome,BMC Genomics. 2016 Jul 8 17:485.,10.1186/s12864-016-2779-y,Zhang Y et al.,2016/7/8,380,27391971,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Rutaceae,Citrus reticulata,Genome of wild mandarin and domestication history of mandarin,Mol Plant. 2018 Aug 6 11(8):1024-1037. Epub 2018 Jun 6.,10.1016/j.molp.2018.06.001,Wang L et al.,2018/6/6,370,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Rutaceae,Citrus sinensis,The draft genome of sweet orange (Citrus sinensis),Nat Genet. 2013 Jan 45(1):59-66. Epub 2012 Nov 25.,10.1038/ng.2472,Xu et al.,2012/11/25,367,23179022,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Rutaceae,Citrus unshiu,Draft Sequencing of the Heterozygous Diploid Genome of Satsuma (Citrus unshiu Marc.) Using a Hybrid Assembly Approach,"Front Genet. 2017 Dec 5, 8: 180",10.3389/fgene.2017.00180,Shimizu T et al.,2017/12/5,370,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Rutaceae,Poncirus trifoliata,"A Chromosome-scale Reference Genome of Trifoliate Orange (Poncirus trifoliata) Provides Insights into Disease Resistance, Cold Tolerance and Genome Evolution in Citrus","Plant J. 2020 Sep 27, Online ahead of print.",10.1111/tpj.14993,Peng Z et al.,2020/9/27,273,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Meliaceae,Azadirachta indica,A draft of the genome and four transcriptomes of a medicinal and pesticidal angiosperm Azadirachta indica,BMC Genomics. 2012 Sep 9 13:464.,10.1186/1471-2164-13-464,Krishnan et al.,2012/9/9,364,22958331,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Anacardiaceae,Mangifera indica,The genome evolution and domestication of tropical fruit mango,"Genome Biol. 2020 Mar 6, 21(1): 60",10.1186/s13059-020-01959-8,Wang P et al.,2020/3/6,360,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Anacardiaceae,Pistacia vera,Whole genomes and transcriptomes reveal adaptation and domestication of pistachio,"Genome Biol. 2019 Apr 18, 20(1):79",10.1186/s13059-019-1686-3,Zeng L et al.,2019/4/18,520,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Anacardiaceae,Sclerocarya birrea,The draft genomes of five agriculturally important African orphan crops,"GigaScience 2018, giy152",10.1093/gigascience/giy152,Chang Y et al.,2018/12/7,356,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Sapindaceae,Acer truncatum,The Acer truncatum genome provides insights into the nervonic acid biosynthesis,"Plant J . 2020 Aug 9, Online ahead of print.",10.1111/tpj.14954,Ma Q et al.,2020/8/9,654,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Sapindaceae,Acer yangbiense,"De novo genome assembly of the endangered Acer yangbiense, a plant species with extremely small populations endemic to Yunnan Province, China","Gigascience. 2019 Jul 1, 8(7)",10.1093/gigascience/giz085,Yang J et al.,2019/7/15,640,,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Sapindaceae,Dimocarpus longan,Genome-wide sequencing of longan (Dimocarpus longan Lour.) provides insights into molecular basis of its polyphenol-rich characteristics,Gigascience. 2017 May 1 6(5):1-14.,10.1093/gigascience/gix023,Lin Y et al.,2017/3/28,480,28368449,
Angiospermae,Mesangiosperms,Eudicotyledoneae,Superrosids,Rosids,Malvids,Sapindales,Sapindaceae,Xanthoceras sorbifolium,The genome assembly and annotation of yellowhorn (Xanthoceras sorbifolium Bunge),"Gigascience. 2019 Jun, 8(6): giz071",10.1093/gigascience/giz071,Liang Q et al.,2019/6/26,440,,
Archaeplastida,Rhodophyta,XXXXX,Cyanidiaphytina,Cyanidiophyceae,XXXXX,Cyanidiales,Cyanidiaceae,Cyanidioschyzon merolae,Genome sequence of the ultrasmall unicellular red alga Cyanidioschyzon merolae 10D.,Matsuzaki M et al.,10.1038/nature02398,Matsuzaki M et al.,2004/4/9,17,15071595,
Archaeplastida,Rhodophyta,XXXXX,Cyanidiaphytina,Cyanidiophyceae,XXXXX,Cyanidiales,Cyanidiaceae,Cyanidiococcus yangmingshanensis,"Comparative genome analysis reveals Cyanidiococcus gen. nov., a new extremophilic red algal genus sister to Cyanidioschyzon (Cyanidioschyzonaceae, Rhodophyta).",Liu SL et al.,10.1111/jpy.13056,Liu SL et al.,2020/7/29,12,,
Archaeplastida,Rhodophyta,XXXXX,Cyanidiaphytina,Cyanidiophyceae,XXXXX,Cyanidiales,Cyanidiaceae,Galdieria sulphuraria,Gene transfer from bacteria and archaea facilitated evolution of an extremophilic eukaryote.,Schonknecht G et al.,10.1126/science.1231707,Schonknecht G et al.,2013/3/9,14,23471408,
Archaeplastida,Rhodophyta,XXXXX,Cyanidiaphytina,Cyanidiophyceae,XXXXX,Cyanidiales,Cyanidiaceae,Galdieria phlegrea,Adaptation through horizontal gene transfer in the cryptoendolithic red alga Galdieria phlegrea.,Qiu H et al.,10.1016/j.cub.2013.08.046,Qiu H et al.,2013/10/7,11.4,24112977,
Archaeplastida,Rhodophyta,XXXXX,Rhodophytina,Florideophyceae,XXXXX,Gigartinales,Gigartinaceae,Chondrus crispus,Genome structure and metabolic features in the red seaweed Chondrus crispus shed light on evolution of the Archaeplastida.,Collen J et al.,10.1073/pnas.1221259110,Collen J et al.,2013/3/19,105,23503846,
Archaeplastida,Rhodophyta,XXXXX,Rhodophytina,Florideophyceae,XXXXX,Gracilariales,Gracilariaceae,Gracilariopsis lemaneiformis,Genome survey sequencing and genetic background characterization of Gracilariopsis lemaneiformis (Rhodophyta) based on next-generation sequencing.,Zhou W et al.,10.1371/journal.pone.0069909,Zhou W et al.,2013/7/16,97,23875008,
Archaeplastida,Rhodophyta,XXXXX,Rhodophytina,Florideophyceae,XXXXX,Gracilariales,Gracilariaceae,Gracilariopsis lemaneiformis,Genomic analyses of unique carbohydrate and phytohormone metabolism in the macroalga Gracilariopsis lemaneiformis (Rhodophyta).,Sun X et al.,10.1186/s12870-018-1309-2,Sun X et al.,2018/5/25,97,,
Archaeplastida,Rhodophyta,XXXXX,Rhodophytina,Florideophyceae,XXXXX,Gracilariales,Gracilariaceae,Gracilariopsis chorda,Analysis of the draft genome of the red seaweed Gracilariopsis chorda provides insights into genome size evolution in Rhodophyta.,Lee J et al.,10.1093/molbev/msy081,Lee J et al.,2018/4/23,92,,
Archaeplastida,Rhodophyta,XXXXX,Rhodophytina,Bangiophyceae,XXXXX,Bangiales,Bangiaceae,Pyropia yezoensis,"The first symbiont-free genome sequence of marine red alga, Susabi-nori (Pyropia yezoensis).",Nakamura Y et al.,10.1371/journal.pone.0057122,Nakamura Y et al.,2013/3/29,43,23536760,
Archaeplastida,Rhodophyta,XXXXX,Rhodophytina,Bangiophyceae,XXXXX,Bangiales,Bangiaceae,Porphyra umbilicalis,"Insights into the red algae and eukaryotic evolution from the genome of Porphyra umbilicalis (Bangiophyceae, Rhodophyta).",Brawley SH et al.,10.1073/pnas.1703088114,Brawley SH et al.,2017/7/17,88,28716924,
Archaeplastida,Rhodophyta,XXXXX,Rhodophytina,Bangiophyceae,XXXXX,Porphyridiales,Porphyridiaceae,Porphyridium purpureum,Genome of the red alga Porphyridium purpureum.,Bhattacharya D et al.,10.1038/ncomms2931,Bhattacharya D et al.,2013/6/19,20,23770768,
Archaeplastida,Glaucophyta,XXXXX,XXXXX,Glaucocystophyceae,XXXXX,Glaucocystales,XXXXX,Cyanophora paradoxa,Cyanophora paradoxa genome elucidates origin of photosynthesis in algae and plants.,Price DC et al.,10.1126/science.1213561,Price DC et al.,2012/2/22,70,22344442,
Archaeplastida,Viridiplantae,Prasinodermophyta,XXXXX,Prasinodermophyceae,XXXXX,Prasinococcales,XXXXX,Prasinoderma coloniale,The Genome of Prasinoderma Coloniale Unveils the Existence of a Third Phylum Within Green Plants.,Li L et al.,10.1038/s41559-020-1221-7,Li L et al.,2020/6/22,26,,
Archaeplastida,Viridiplantae,Chlorophyta,XXXXX,Pyramimonadophyceae,XXXXX,Pyramimonadales,XXXXX,Cymbomonas tetramitiformis,Comparative Genomics of a Bacterivorous Green Alga Reveals Evolutionary Causalities and Consequences of Phago-Mixotrophic Mode of Nutrition.,Burns JA et al.,10.1093/gbe/evv144,Burns JA et al.,2015/7/29,850,26224703,
Archaeplastida,Viridiplantae,Chlorophyta,XXXXX,Mamiellophyceae,XXXXX,Mamiellales,Bathycoccaceae,Ostreococcus tauri,Genome analysis of the smallest free-living eukaryote Ostreococcus tauri unveils many unique features.,Derelle E et al.,10.1073/pnas.0604795103,Derelle E et al.,2006/7/27,12,16868079,
Archaeplastida,Viridiplantae,Chlorophyta,XXXXX,Mamiellophyceae,XXXXX,Mamiellales,Bathycoccaceae,Ostreococcus lucimarinus,The tiny eukaryote Ostreococcus provides genomic insights into the paradox of plankton speciation.,Palenik B et al.,10.1073/pnas.0611046104,Palenik B et al.,2007/4/27,13,17460045,
